"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032366","GO:0032366","intracellular sterol transport","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"NPC2",1
"GO:0032691","GO:0032691","negative regulation of interleukin-1 beta production","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"GSTP1",1
"GO:0032770","GO:0032770","positive regulation of monooxygenase activity","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"APOE",1
"GO:0032801","GO:0032801","receptor catabolic process","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"APOE",1
"GO:0033032","GO:0033032","regulation of myeloid cell apoptotic process","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"ANXA1",1
"GO:0035751","GO:0035751","regulation of lysosomal lumen pH","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"GRN",1
"GO:0035929","GO:0035929","steroid hormone secretion","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"SPP1",1
"GO:0042634","GO:0042634","regulation of hair cycle","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"KRT17",1
"GO:0044743","GO:0044743","protein transmembrane import into intracellular organelle","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"ROMO1",1
"GO:0045070","GO:0045070","positive regulation of viral genome replication","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"PABPC1",1
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"ISG15",1
"GO:0046825","GO:0046825","regulation of protein export from nucleus","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"IFI27",1
"GO:0050432","GO:0050432","catecholamine secretion","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"CHGA",1
"GO:0050433","GO:0050433","regulation of catecholamine secretion","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"CHGA",1
"GO:0051569","GO:0051569","regulation of histone H3-K4 methylation","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"NNMT",1
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"TYROBP",1
"GO:0060416","GO:0060416","response to growth hormone","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"IGFBP5",1
"GO:0065005","GO:0065005","protein-lipid complex assembly","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"APOE",1
"GO:0071676","GO:0071676","negative regulation of mononuclear cell migration","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"CCL2",1
"GO:0090201","GO:0090201","negative regulation of release of cytochrome c from mitochondria","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"GPX1",1
"GO:0090312","GO:0090312","positive regulation of protein deacetylation","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"NNMT",1
"GO:0099622","GO:0099622","cardiac muscle cell membrane repolarization","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"ATP1B1",1
"GO:0140718","GO:0140718","facultative heterochromatin formation","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"TRIM28",1
"GO:0150105","GO:0150105","protein localization to cell-cell junction","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"ACTG1",1
"GO:1901028","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"SLC25A6",1
"GO:1901223","GO:1901223","negative regulation of NIK/NF-kappaB signaling","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"TMSB4X",1
"GO:1904996","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"MDK",1
"GO:0002367","GO:0002367","cytokine production involved in immune response","3/262","66/6818",0.468746097115116,0.770970516039814,0.692510419748681,"B2M/HLA-A/HLA-E",3
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","3/262","66/6818",0.468746097115116,0.770970516039814,0.692510419748681,"ZFP36L1/HLA-DRB1/TYROBP",3
"GO:0150115","GO:0150115","cell-substrate junction organization","3/262","66/6818",0.468746097115116,0.770970516039814,0.692510419748681,"S100A10/RAC1/ACTG1",3
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","2/262","41/6818",0.47134371748535,0.774011758411623,0.695242161089812,"RAC1/ACTG1",2
"GO:0070613","GO:0070613","regulation of protein processing","2/262","41/6818",0.47134371748535,0.774011758411623,0.695242161089812,"ENO1/S100A10",2
"GO:1901224","GO:1901224","positive regulation of NIK/NF-kappaB signaling","2/262","41/6818",0.47134371748535,0.774011758411623,0.695242161089812,"AGER/RPS3",2
"GO:0048588","GO:0048588","developmental cell growth","4/262","92/6818",0.473962339535376,0.776264659243852,0.697265788801275,"SPP1/APOE/HSP90AA1/CRABP2",4
"GO:0007265","GO:0007265","Ras protein signal transduction","7/262","169/6818",0.475014705194513,0.776264659243852,0.697265788801275,"COL3A1/APOE/BRK1/RAC1/TRIM28/RHOB/COL1A2",7
"GO:0016050","GO:0016050","vesicle organization","7/262","169/6818",0.475014705194513,0.776264659243852,0.697265788801275,"SDC1/S100A10/ANXA1/VAMP8/AQP1/TMED9/SNX3",7
"GO:0030323","GO:0030323","respiratory tube development","5/262","118/6818",0.477236883167035,0.776264659243852,0.697265788801275,"IGFBP5/COL3A1/AGR2/ASCL1/YWHAZ",5
"GO:0001101","GO:0001101","response to acid chemical","3/262","67/6818",0.478712357227082,0.776264659243852,0.697265788801275,"COL3A1/XBP1/COL1A2",3
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","3/262","67/6818",0.478712357227082,0.776264659243852,0.697265788801275,"MDK/ANXA1/EZR",3
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","4/262","93/6818",0.482396784945296,0.776264659243852,0.697265788801275,"RPL5/RPL11/MUC1/RPS20",4
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","2/262","42/6818",0.484016474351916,0.776264659243852,0.697265788801275,"IFI6/GPX1",2
"GO:0016101","GO:0016101","diterpenoid metabolic process","2/262","42/6818",0.484016474351916,0.776264659243852,0.697265788801275,"AKR1B10/CRABP2",2
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","2/262","42/6818",0.484016474351916,0.776264659243852,0.697265788801275,"NAXE/NNMT",2
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","2/262","42/6818",0.484016474351916,0.776264659243852,0.697265788801275,"NAXE/NNMT",2
"GO:0046785","GO:0046785","microtubule polymerization","2/262","42/6818",0.484016474351916,0.776264659243852,0.697265788801275,"RAC1/RPS3",2
"GO:1903317","GO:1903317","regulation of protein maturation","2/262","42/6818",0.484016474351916,0.776264659243852,0.697265788801275,"ENO1/S100A10",2
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","2/262","42/6818",0.484016474351916,0.776264659243852,0.697265788801275,"MDK/ASCL1",2
"GO:0009991","GO:0009991","response to extracellular stimulus","10/262","248/6818",0.484628253427216,0.776264659243852,0.697265788801275,"SPP1/SPINK1/DAP/HSPA5/APOE/GPX1/SCNN1B/XBP1/WDR45B/ASCL1",10
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","5/262","119/6818",0.484687339743267,0.776264659243852,0.697265788801275,"GSTP1/FABP4/APOE/RACK1/HSPB1",5
"GO:0060348","GO:0060348","bone development","5/262","119/6818",0.484687339743267,0.776264659243852,0.697265788801275,"BGN/COL3A1/TYROBP/GNAS/PLS3",5
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ANXA1",1
"GO:0003009","GO:0003009","skeletal muscle contraction","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"HSP90AA1",1
"GO:0003338","GO:0003338","metanephros morphogenesis","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"BASP1",1
"GO:0006378","GO:0006378","mRNA polyadenylation","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"PABPC1",1
"GO:0006471","GO:0006471","protein ADP-ribosylation","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ARF4",1
"GO:0006925","GO:0006925","inflammatory cell apoptotic process","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ANXA1",1
"GO:0007616","GO:0007616","long-term memory","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"APOE",1
"GO:0010165","GO:0010165","response to X-ray","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ANXA1",1
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ATP1B1",1
"GO:0010894","GO:0010894","negative regulation of steroid biosynthetic process","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"APOE",1
"GO:0014003","GO:0014003","oligodendrocyte development","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ASCL1",1
"GO:0014912","GO:0014912","negative regulation of smooth muscle cell migration","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"IGFBP5",1
"GO:0032069","GO:0032069","regulation of nuclease activity","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"RPS3",1
"GO:0032515","GO:0032515","negative regulation of phosphoprotein phosphatase activity","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"LGALS3",1
"GO:0032528","GO:0032528","microvillus organization","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"EZR",1
"GO:0033238","GO:0033238","regulation of cellular amine metabolic process","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"NNMT",1
"GO:0035036","GO:0035036","sperm-egg recognition","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"PAEP",1
"GO:0035066","GO:0035066","positive regulation of histone acetylation","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"MUC1",1
"GO:0036475","GO:0036475","neuron death in response to oxidative stress","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"RACK1",1
"GO:0043302","GO:0043302","positive regulation of leukocyte degranulation","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"VAMP8",1
"GO:0043304","GO:0043304","regulation of mast cell degranulation","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"VAMP8",1
"GO:0045684","GO:0045684","positive regulation of epidermis development","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ALOX15B",1
"GO:0045920","GO:0045920","negative regulation of exocytosis","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ANXA1",1
"GO:0045939","GO:0045939","negative regulation of steroid metabolic process","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"APOE",1
"GO:0046622","GO:0046622","positive regulation of organ growth","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"BASP1",1
"GO:0048512","GO:0048512","circadian behavior","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"EGR1",1
"GO:0050869","GO:0050869","negative regulation of B cell activation","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"TYROBP",1
"GO:0051339","GO:0051339","regulation of lyase activity","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"CALCA",1
"GO:0051642","GO:0051642","centrosome localization","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"EZR",1
"GO:0071549","GO:0071549","cellular response to dexamethasone stimulus","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"AQP1",1
"GO:0072525","GO:0072525","pyridine-containing compound biosynthetic process","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"NNMT",1
"GO:0090207","GO:0090207","regulation of triglyceride metabolic process","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"APOE",1
"GO:0090278","GO:0090278","negative regulation of peptide hormone secretion","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"CHGA",1
"GO:1900745","GO:1900745","positive regulation of p38MAPK cascade","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"AGER",1
"GO:1901661","GO:1901661","quinone metabolic process","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"AKR1B10",1
"GO:1902236","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"XBP1",1
"GO:1902644","GO:1902644","tertiary alcohol metabolic process","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"AKR1B10",1
"GO:1990573","GO:1990573","potassium ion import across plasma membrane","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ATP1B1",1
"GO:2000515","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","1/262","17/6818",0.486729452685136,0.776264659243852,0.697265788801275,"ANXA1",1
"GO:0048565","GO:0048565","digestive tract development","3/262","68/6818",0.48859115435877,0.7784333645716,0.699213789412951,"COL3A1/AGR2/ASCL1",3
"GO:0070585","GO:0070585","protein localization to mitochondrion","3/262","68/6818",0.48859115435877,0.7784333645716,0.699213789412951,"ISG15/HSP90AA1/ROMO1",3
"GO:0010001","GO:0010001","glial cell differentiation","5/262","120/6818",0.492101171931623,0.783221054557154,0.703514245957714,"MDK/GRN/AGER/S100A9/ASCL1",5
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","5/262","120/6818",0.492101171931623,0.783221054557154,0.703514245957714,"B2M/ZFP36L1/HLA-DRB1/ISG15/TYROBP",5
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","6/262","146/6818",0.493007285532709,0.784260820370494,0.70444819692582,"GAPDH/HLA-DRB1/GSTP1/S100A4/HSPB1/LGALS1",6
"GO:0003012","GO:0003012","muscle system process","7/262","172/6818",0.493676822980887,0.78452126274934,0.70468213461519,"ENO1/IGFBP5/CALCA/SCNN1B/HSP90AA1/CHGA/ATP1B1",7
"GO:0051235","GO:0051235","maintenance of location","7/262","172/6818",0.493676822980887,0.78452126274934,0.70468213461519,"FTL/HSPA5/TMSB4X/APOE/ANXA1/S100A9/LCN2",7
"GO:0001960","GO:0001960","negative regulation of cytokine-mediated signaling pathway","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"GSTP1/ISG15",2
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"TPI1/SCNN1B",2
"GO:0006939","GO:0006939","smooth muscle contraction","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"CALCA/SCNN1B",2
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"KRT19/ACTG1",2
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"RAC1/RPS3",2
"GO:0043473","GO:0043473","pigmentation","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"RACK1/CD63",2
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"IFI6/RACK1",2
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"APOE/PLA2G2A",2
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","2/262","43/6818",0.496500199973142,0.785208288100235,0.705299242797965,"S100A10/RAC1",2
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","3/262","69/6818",0.49837876941682,0.785208288100235,0.705299242797965,"SLC25A6/IFI6/GPX1",3
